subj_ID,condition,own_words,kept_words,elim_words
63,eliminate,"[('a', 8), ('of', 8), ('to', 7), ('looks', 6), ('the', 6), ('lot', 5), ('be', 3), ('seems', 3), ('way', 3), ('police', 3), ('in', 2), ('is', 2), ('context', 2), ('face', 2), ('like', 2), ('innapropriate', 2), ('someone', 2), ('A', 2), ('on', 2), ('cops', 2), ('He', 2), ('frightening', 1), ('pain', 1), ('unecessary', 1), ('man', 1), ('being', 1), ('targeted', 1), ('not', 1), ('are', 1), ('riot', 1), ('gear', 1), ('which', 1), ('extreme', 1), ('wonder', 1), ('why', 1), ('he', 1), ('lying', 1), ('down', 1), ('this', 1), ('super', 1), ('detain/transport', 1), ('main', 1), ('black', 1), ('male', 1), ('and', 1), ('level', 1), ('disengagement', 1), ('from', 1), ('Unfortunate', 1), ('see,', 1)]","[('is', 22), ('the', 19), ('police', 17), ('to', 15), ('man', 14), ('by', 14), ('looks', 12), ('this', 12), ('being', 12), ('a', 11), ('I', 11), ('of', 11), ('and', 11), ('like', 9), ('are', 8), ('they', 7), ('This', 7), ('arrested', 7), ('doing', 7), ('their', 7), ('A', 7), ('look', 6), ('what', 6), ('black', 6), ('that', 5), ('be', 5), ('person', 5), ('Again,', 5), ('job...', 5), ('his', 4), ('The', 4), ('feel', 4), ('officers.', 4), ('held', 4), ('it', 3), ('who', 3), ('resisting', 3), ('guy', 3), ('he', 3), ('lot', 3), ('up', 3), ('why', 3), ('not', 3), (""don't"", 3), ('know', 3), ('on', 3), ('face', 3), ('male', 3), ('woman', 3), ('way', 2)]","[('the', 19), ('is', 14), ('police', 13), ('like', 13), ('I', 12), ('being', 12), ('to', 12), ('a', 10), ('this', 10), ('looks', 10), ('and', 8), ('feel', 8), ('are', 7), ('on', 7), ('person', 7), ('in', 6), ('by', 6), ('it', 6), ('that', 5), ('guy', 5), ('man', 5), ('This', 5), ('for', 5), ('arrested', 4), ('The', 4), ('have', 4), ('arrest', 4), ('people', 4), ('he', 4), ('It', 4), ('what', 4), ('think', 3), ('at', 3), ('an', 3), ('seems', 3), ('she', 3), ('black', 3), ('they', 3), ('who', 3), ('much', 3), ('going', 3), ('no', 3), ('restrained', 2), ('pain.', 2), ('male', 2), ('job', 2), ('stop', 2), ('A', 2), ('just', 2), ('been', 2)]"
64,keep,"[('a', 8), ('black', 7), ('this', 7), ('police', 6), ('of', 6), ('is', 6), ('to', 6), ('restraining', 5), ('I', 4), ('racism', 3), ('and', 3), ('why', 3), ('they', 3), ('are', 3), ('what', 3), ('arresting', 2), ('protester', 2), ('at', 2), ('unfair', 2), ('use', 2), ('not', 2), ('lot', 2), ('in', 2), ('the', 2), ('man', 2), ('sure', 2), ('feel', 2), ('bad', 2), ('for', 2), ('him', 2), ('hard', 2), ('see', 2), ('racism/police', 1), ('brutality', 1), ('harming', 1), ('protester.', 1), ('Racism', 1), ('Police', 1), ('demonstration,', 1), ('profilinh', 1), ('excessive', 1), ('force,', 1), ('fair', 1), ('woman,', 1), ('wonder', 1), ('doing', 1), ('St.', 1), ('Louis,', 1), ('response', 1), ('action', 1)]","[('to', 16), ('is', 15), ('the', 10), ('I', 10), ('he', 9), ('looks', 8), ('being', 8), ('what', 8), ('this', 8), ('police', 8), ('man', 7), ('and', 7), ('like', 7), ('she', 6), ('a', 6), ('in', 6), ('of', 6), ('are', 6), ('feel', 5), ('was', 4), ('arrested', 4), ('for', 4), ('Wondering', 4), ('have', 4), ('on', 4), ('The', 4), ('why', 4), ('really', 3), ('wrong', 3), ('people', 3), ('do', 3), ('be', 3), ('cops', 3), ('going', 3), ('no', 3), ('they', 3), ('What', 3), ('did', 3), ('not', 3), ('with', 3), ('by', 3), ('guy', 3), ('out', 3), ('know', 3), ('someone', 2), ('sad', 2), ('taken', 2), ('from', 2), ('i', 2), ('getting', 2)]","[('the', 21), ('I', 19), ('a', 18), ('to', 17), ('is', 16), ('police', 15), ('being', 12), ('man', 11), ('this', 10), ('like', 9), ('of', 9), ('looks', 8), ('by', 8), ('feel', 8), ('and', 8), ('for', 7), ('what', 6), ('be', 6), ('have', 6), ('cops', 5), ('guy', 5), ('she', 5), ('in', 5), ('on', 5), ('This', 4), ('that', 4), ('wonder', 4), ('arrested', 4), ('from', 3), ('think', 3), ('just', 3), ('really', 3), ('scared', 3), ('very', 3), ('person', 3), ('getting', 3), ('he', 3), ('it', 3), ('ground.', 3), ('as', 3), ('at', 3), ('seems', 3), ('black', 3), ('doing', 2), ('their', 2), ('male', 2), ('am', 2), ('protest', 2), ('into', 2), ('carried', 2)]"
65,eliminate,"[('looks', 4), ('sad', 3), ('force', 3), ('it', 2), ('terrible', 2), ('trouble', 1), ('she', 1), ('aggressive', 1), ('bad', 1), ('rough', 1), ('not', 1), ('sure', 1), ('interesting', 1), ('dont', 1), ('know', 1), ('poor', 1), ('guy', 1), ('a', 1), ('lot', 1), ('of', 1), ('painful', 1), ('down', 1), ('he', 1), ('goes', 1), ('unnecessary', 1), ('another', 1), ('black', 1), ('person', 1), ('too', 1), ('much', 1), ('arrested', 1)]","[('is', 20), ('a', 16), ('to', 16), ('for', 15), ('looks', 11), ('that', 11), ('he', 11), ('police', 10), ('the', 10), ('I', 9), ('man', 9), ('in', 8), ('being', 7), ('like', 7), ('this', 6), ('be', 6), ('of', 6), ('an', 5), ('by', 5), ('arrested', 5), ('as', 5), ('have', 5), ('The', 4), ('black', 4), ('woman', 4), ('and', 4), ('He', 4), ('down', 4), ('no', 4), ('him', 4), ('person', 3), ('jail.', 3), ('help', 3), ('arrest', 3), ('with', 3), ('one', 3), ('needs', 3), ('his', 3), ('get', 3), ('guy', 3), ('there', 3), ('shield', 3), ('doing', 2), ('their', 2), ('response', 2), ('see', 2), ('picture', 2), ('getting', 2), ('need', 2), ('protester', 2)]","[('the', 20), ('is', 18), ('to', 18), ('like', 13), ('being', 13), ('police', 12), ('in', 11), ('a', 11), ('I', 10), ('are', 9), ('looks', 8), ('they', 8), ('This', 8), ('of', 7), ('arrested', 7), ('man', 7), ('and', 6), ('this', 6), ('not', 5), ('by', 5), ('that', 5), ('have', 5), ('The', 4), ('what', 4), ('on', 4), ('arrest', 4), ('be', 4), ('black', 4), ('get', 4), ('he', 4), ('feel', 4), ('trying', 4), ('person', 3), ('at', 3), ('as', 3), ('doing', 3), ('their', 3), (""don't"", 3), ('people', 3), ('It', 3), ('peaceful', 3), ('why', 3), ('A', 3), ('so', 3), ('look', 3), ('one', 3), ('there', 3), ('with', 3), ('for', 3), ('arresting', 3)]"
66,keep,"[('really', 7), ('this', 7), ('on', 6), ('the', 6), ('but', 5), ('is', 5), ('to', 5), ('looks', 5), ('be', 4), ('in', 4), ('she', 4), ('a', 3), ('black', 3), ('I', 3), ('going', 3), ('down', 3), ('seems', 3), ('policemen', 3), ('--', 3), ('him', 3), ('like', 3), ('of', 3), ('That', 2), ('woman', 2), ('frightened', 2), ('arrested,', 2), ('Things', 2), ('rather', 2), ('and', 2), ('knows', 2), (""what's"", 2), ('ground', 2), ('excessive', 2), ('by', 2), ('are', 2), ('things', 2), ('violent', 2), ('his', 2), (""there's"", 2), ('for', 2), ('She', 2), ('get', 2), ('being', 2), ('Pretty', 1), ('terrible', 1), ('must', 1), ('Jeez', 1), ('neighborhood?', 1), ('Must', 1), ('scary', 1)]","[('is', 16), ('to', 14), ('the', 12), ('I', 12), ('this', 12), ('police', 9), ('what', 8), ('like', 8), ('looks', 8), ('a', 7), ('being', 6), ('he', 6), ('she', 5), ('be', 5), ('This', 5), ('and', 5), ('going', 4), ('wonder', 4), ('arrest', 4), ('seems', 4), ('man', 4), ('am', 4), ('on', 4), ('that', 4), ('arrested', 4), ('it', 4), ('not', 3), ('have', 3), ('think', 3), ('black', 3), ('who', 3), ('just', 3), ('very', 3), ('of', 3), ('sure', 3), ('one', 3), ('person', 3), ('violent', 3), ('What', 3), ('did', 3), ('was', 3), ('guy', 3), ('on.', 2), ('why', 2), ('use', 2), ('much', 2), ('force.', 2), ('someone', 2), ('woman', 2), ('The', 2)]","[('the', 18), ('a', 14), ('police', 13), ('to', 12), ('like', 11), ('in', 11), ('is', 11), ('I', 11), ('being', 10), ('this', 10), ('looks', 10), ('people', 8), ('are', 8), ('feel', 8), ('for', 8), ('This', 6), ('of', 6), ('look', 6), ('why', 6), ('and', 6), ('arrested', 5), ('by', 5), ('man', 5), ('person', 4), ('so', 4), ('it', 4), ('black', 4), ('he', 4), ('him', 4), (""doesn't"", 3), ('have', 3), ('What', 3), ('what', 3), ('going', 3), ('on', 3), ('up', 3), ('bad', 3), ('because', 3), ('but', 3), ('they', 3), ('down', 3), ('response', 3), ('arrest', 3), ('calm', 3), ('really', 3), ('some', 2), ('situation.', 2), ('does', 2), ('with', 2), ('protesters', 2)]"
68,keep,"[('seems', 9), ('to', 8), ('a', 7), ('for', 4), ('what', 3), ('scared', 3), ('me', 3), ('not', 3), ('little', 2), ('the', 2), ('arrestee', 2), ('at', 2), (""don't"", 2), ('arrest', 2), ('be', 2), ('feel', 2), ('guy', 2), ('i', 2), (""doesn't"", 2), ('seem', 2), ('he', 2), ('get', 2), ('arrested', 2), ('getting', 2), ('arrested,', 2), ('happy', 2), ('officers', 2), ('like', 2), ('upset', 1), ('curiousity', 1), ('excessive', 1), ('silly,', 1), ('curious', 1), ('happened', 1), ('protester', 1), ('riot,', 1), ('no', 1), ('response', 1), ('girl', 1), ('sad,', 1), ('making', 1), ('sad', 1), ('know', 1), ('reason', 1), ('crying,', 1), ('makes', 1), ('bad', 1), ('him', 1), ('looks', 1), ('but', 1)]","[('the', 29), ('is', 17), ('police', 16), ('this', 16), ('a', 15), ('to', 14), ('looks', 13), ('like', 13), ('I', 13), ('This', 10), ('of', 10), ('being', 7), ('feel', 7), ('on', 6), ('man', 6), ('they', 6), ('guy', 6), ('for', 6), ('as', 5), ('are', 5), ('using', 5), ('in', 5), ('he', 4), ('force', 4), ('one', 4), ('by', 4), ('be', 4), ('person', 4), ('seems', 4), ('she', 4), ('with', 4), ('case', 4), ('was', 3), ('not', 3), ('going', 3), ('excessive', 3), ('wonder', 3), ('it', 3), ('just', 3), ('and', 3), ('very', 3), ('what', 3), ('out', 3), ('why', 3), ('his', 3), ('or', 3), ('have', 3), ('so', 3), ('against', 3), ('people', 3)]","[('is', 17), ('the', 17), ('a', 13), ('I', 13), ('police', 13), ('this', 12), ('being', 12), ('like', 12), ('man', 10), ('of', 9), ('to', 9), ('by', 8), ('arrested', 8), ('looks', 7), ('in', 6), ('he', 6), ('This', 5), ('Police', 5), ('woman', 5), ('and', 4), ('A', 4), ('person', 4), ('be', 4), ('or', 4), ('she', 4), ('at', 4), ('feel', 4), ('for', 4), ('cops', 4), ('with', 4), ('know', 3), ('if', 3), ('getting', 3), ('why', 3), ('their', 3), ('black', 3), ('as', 3), (""don't"", 3), ('am', 3), ('while', 3), ('are', 3), ('The', 3), ('have', 3), ('because', 2), ('it', 2), ('what', 2), ('has', 2), ('done', 2), ('protesting.', 2), ('doing', 2)]"
69,eliminate,"[('a', 4), ('protester', 4), ('man', 4), ('police', 3), ('to', 3), ('Police', 3), ('in', 3), ('being', 3), ('arrested', 3), ('Man', 3), ('with', 2), ('force', 2), ('riot', 2), ('going', 2), ('The', 1), ('are', 1), ('apprehending', 1), ('Messing', 1), ('simple', 1), ('A', 1), ('whole', 1), ('is', 1), ('needed', 1), ('arrest', 1), ('this', 1), ('gear,', 1), ('cameraman', 1), ('there', 1), ('Crowd', 1), ('angry', 1), (""she's"", 1), ('There', 1), ('just', 1), ('protesters', 1), ('He', 1), (""didn't"", 1), ('think', 1), ('he', 1), ('was', 1), ('be', 1), ('gear', 1), ('attacking', 1), ('arrested,', 1), ('life', 1), ('turn', 1), ('bad', 1), ('Attacking', 1), ('That', 1), ('many', 1), ('officers?', 1)]","[('a', 20), ('the', 16), ('is', 15), ('police', 15), ('by', 15), ('being', 15), ('looks', 14), ('like', 13), ('arrested', 11), ('I', 10), ('This', 9), ('he', 9), ('An', 9), ('african', 9), ('american', 9), ('this', 8), ('officer', 8), ('man', 7), ('to', 6), ('seems', 6), ('feel', 6), ('and', 6), ('male', 6), ('that', 5), ('in', 5), ('it', 5), ('of', 5), ('are', 5), ('protester', 4), ('force', 4), ('makes', 4), ('bit', 3), ('be', 3), ('using', 3), ('peaceful', 3), ('for', 3), ('He', 3), ('sad', 3), ('what', 3), ('me', 3), ('It', 3), ('she', 3), ('person', 3), ('they', 3), ('too', 3), ('much', 3), ('going', 3), ('one', 2), ('way', 2), ('get', 2)]","[('the', 23), ('to', 21), ('is', 20), ('I', 16), ('police', 14), ('this', 12), ('a', 11), ('like', 11), ('being', 10), ('are', 8), ('man', 7), ('and', 7), ('by', 6), ('cops', 6), ('on', 6), ('person', 6), ('it', 6), ('in', 6), ('This', 6), ('feel', 6), ('have', 5), ('they', 5), ('what', 5), ('or', 5), ('looks', 5), ('for', 5), ('he', 5), ('that', 4), ('of', 4), ('arrested', 4), ('think', 4), ('down', 4), ('be', 3), ('carried', 3), ('getting', 3), ('A', 3), ('with', 3), ('she', 3), ('trying', 3), ('no', 3), ('at', 3), ('but', 3), ('seems', 3), (""don't"", 3), ('someone', 3), ('was', 3), ('ground', 3), ('get', 2), ('black', 2), ('one', 2)]"
70,keep,"[('are', 6), ('he', 6), ('they', 5), ('him', 5), ('why', 3), ('looks', 3), ('like', 3), ('in', 3), ('the', 3), ('angry', 2), ('is', 2), ('pain', 2), ('seems', 2), ('to', 2), ('this', 2), ('on', 2), ('confused', 1), ('upset', 1), ('disappointed', 1), ('police', 1), ('brutality', 1), ('awful', 1), ('manhandling', 1), ('with', 1), ('them', 1), ('man', 1), ('astounded', 1), ('that', 1), ('arresting', 1), ('black', 1), ('officers', 1), ('trying', 1), ('defuse', 1), ('situation', 1), ('she', 1), (""she's"", 1), ('what', 1), ('did', 1), ('do', 1), ('deserve', 1), ('has', 1), ('his', 1), ('hands', 1), ('up', 1), ('shoving', 1), ('social', 1), ('injustice', 1), ('based', 1), ('race', 1), ('hurt', 1)]","[('the', 22), ('is', 17), ('to', 15), ('I', 12), ('arrested', 11), ('being', 11), ('like', 9), ('of', 9), ('and', 9), ('a', 9), ('by', 8), ('on', 8), ('man', 8), ('person', 8), ('police', 7), ('are', 7), ('in', 7), ('for', 7), ('that', 7), ('she', 5), ('feel', 5), ('what', 5), ('this', 4), ('have', 4), ('response', 4), ('they', 4), ('officers', 4), ('he', 4), ('tell', 4), ('someone', 3), ('My', 3), ('A', 3), ('He', 3), ('The', 3), ('looks', 3), ('cops.', 3), ('black', 3), ('ground', 3), ('held', 3), ('why', 3), ('This', 3), ('be', 3), ('do', 3), ('type', 2), ('get', 2), ('probably', 2), ('did', 2), ('anger', 2), ('getting', 2), ('arrested.', 2)]","[('to', 18), ('the', 18), ('is', 16), ('a', 15), ('I', 14), ('being', 13), ('police', 13), ('and', 10), ('This', 9), ('looks', 9), ('man', 8), ('this', 8), ('like', 7), ('of', 7), ('for', 7), ('by', 6), ('are', 6), ('feel', 5), ('be', 5), ('with', 5), (""don't"", 5), ('they', 5), ('in', 5), ('black', 5), ('she', 4), ('have', 4), ('what', 4), ('on', 4), ('seems', 4), ('if', 4), ('arrested', 4), ('wonder', 3), ('why', 3), ('Police', 3), ('much', 3), ('person', 3), ('away', 3), ('force', 3), ('it', 3), ('was', 3), ('need', 3), ('guy', 3), ('arresting', 3), ('getting', 3), ('an', 3), ('girl', 2), ('but', 2), ('look', 2), ('so', 2), ('sad', 2)]"
71,eliminate,"[('police', 7), ('and', 6), ('with', 6), ('the', 5), ('so', 5), ('of', 4), ('why', 4), ('is', 4), ('many', 4), ('disproportionate', 3), ('but', 3), ('for', 3), ('one', 3), ('man', 3), ('violent', 2), ('unarmed', 2), ('armed', 2), ('riot', 2), ('have', 2), ('much', 2), ('again', 2), ('cops', 2), ('to', 2), ('seems', 2), ('oppression', 1), ('discrimination', 1), ('overly', 1), ('intense', 1), ('action', 1), ('militant', 1), ('activity', 1), ('confusion', 1), ('at', 1), ('display', 1), ('foce', 1), ('against', 1), ('men', 1), ('heavily', 1), ('gear,', 1), ('glad', 1), ('community', 1), ('enforcement', 1), ('more', 1), ('alignment', 1), ('appear', 1), ('heavily,', 1), ('unnecessarily', 1), ('a', 1), ('paramedic', 1), ('officer', 1)]","[('the', 23), ('a', 21), ('police', 15), ('I', 14), ('to', 14), ('is', 13), ('man', 13), ('this', 13), ('like', 13), ('looks', 13), ('for', 12), ('being', 12), ('of', 11), ('This', 11), ('feel', 9), ('he', 9), ('and', 7), ('case', 7), ('by', 6), ('that', 6), ('no', 6), ('with', 6), ('so', 5), ('one', 5), ('in', 5), ('why', 5), ('are', 5), ('force', 5), ('Police', 4), ('his', 4), ('it', 4), ('many', 4), ('what', 4), ('they', 4), ('arrested', 4), ('away', 3), ('much', 3), ('just', 3), ('too', 3), ('Why', 3), ('person', 3), ('arrested.', 3), ('A', 3), ('not', 3), ('using', 3), ('more', 3), ('shield', 3), ('who', 3), ('reason', 3), ('has', 3)]","[('I', 19), ('the', 17), ('to', 16), ('is', 14), ('being', 13), ('man', 11), ('arrested', 10), ('this', 10), ('looks', 9), ('police', 9), ('like', 8), ('by', 8), ('feel', 8), ('person', 7), ('what', 7), ('and', 7), ('a', 7), ('be', 6), ('that', 6), ('in', 6), ('they', 5), ('with', 5), ('are', 4), ('black', 4), ('arrested.', 4), ('of', 4), ('she', 4), ('not', 4), ('he', 3), ('response', 3), ('guy', 3), ('at', 3), ('from', 3), ('A', 3), ('as', 3), ('This', 3), ('sad', 3), ('who', 3), (""don't"", 3), ('wonder', 3), ('or', 3), ('The', 2), ('just', 2), ('doing', 2), ('their', 2), ('am', 2), ('wondering', 2), ('why', 2), ('refusing', 2), ('on', 2)]"
72,keep,"[('to', 27), ('be', 21), ('the', 15), ('appears', 13), ('officers', 11), ('force', 9), ('being', 8), ('I', 7), ('and', 6), ('appear', 6), ('in', 6), ('for', 5), ('of', 5), ('yet', 5), ('using', 5), ('am', 5), ('wondering', 5), ('looks', 5), ('have', 4), ('compliant', 4), ('peaceful', 4), ('is', 4), ('under', 4), ('arrest', 4), ('appropriate', 4), ('a', 4), ('Man', 4), ('why', 4), ('are', 3), ('detainee', 3), ('as', 3), ('almost', 3), ('situation', 3), ('this', 3), ('used,', 3), ('not', 3), ('with', 3), ('officer', 3), ('man', 3), ('arrested', 3), ('negative', 2), ('emotion,', 2), ('concerned', 2), ('cops', 2), ('control,', 2), ('still', 2), ('seems', 2), ('it', 2), ('individual', 2), ('Many', 2)]","[('police', 19), ('the', 18), ('being', 17), ('a', 17), ('to', 15), ('I', 13), ('are', 13), ('is', 12), ('of', 12), ('arrested', 11), ('this', 10), ('man', 10), ('by', 10), ('they', 10), ('and', 9), ('for', 8), ('like', 8), ('in', 7), ('A', 6), ('black', 6), ('be', 6), ('looks', 6), ('feel', 6), ('with', 5), ('arresting', 5), ('arrest', 5), ('what', 4), ('person', 4), ('on', 4), ('guy', 4), ('This', 4), ('cops', 4), ('have', 4), ('not', 4), ('that', 4), ('detained', 3), ('ground.', 3), ('protester', 3), ('getting', 3), ('woman', 3), ('he', 3), ('just', 3), ('The', 3), ('An', 3), ('african', 3), ('american', 3), ('officer', 3), ('has', 2), ('done', 2), ('gets', 2)]","[('is', 22), ('the', 15), ('to', 15), ('I', 13), ('police', 12), ('a', 11), ('this', 10), ('like', 10), ('of', 9), ('looks', 9), ('he', 8), ('they', 8), ('being', 7), ('not', 6), ('in', 6), ('and', 6), ('by', 5), ('feel', 5), ('This', 5), ('with', 5), ('are', 5), ('what', 4), ('that', 4), ('as', 4), ('have', 4), ('cops', 4), ('arrest', 4), ('one', 4), ('man', 4), ('picture', 4), ('going', 3), ('look', 3), ('no', 3), ('for', 3), ('on', 3), ('has', 3), ('arrested', 3), (""don't"", 3), ('were', 3), ('police.', 3), ('down', 3), ('It', 3), ('his', 3), ('it', 3), ('does', 2), ('their', 2), ('hands', 2), ('male', 2), ('arrested.', 2), ('there', 2)]"
73,eliminate,"[('looks', 11), ('he', 9), ('like', 4), ('a', 3), ('scared', 3), ('i', 3), ('wonder', 3), ('what', 3), ('did', 3), ('intense', 3), ('lot', 2), ('in', 2), ('the', 2), ('and', 2), ('seems', 2), ('theres', 1), ('of', 1), ('conflict', 1), ('world', 1), ('woman', 1), ('really', 1), ('we', 1), ('need', 1), ('less', 1), ('scenes', 1), ('this', 1), ('society', 1), ('upset', 1), ('must', 1), ('be', 1), ('terrifying', 1), ('for', 1), ('him', 1), ('terrified', 1), ('passionate', 1), ('thinks', 1), ('his', 1), ('arrest', 1), ('is', 1), ('unjust', 1), ('she', 1), ('angry', 1), ('calm', 1), ('war', 1), ('zone', 1), ('sad', 1), ('that', 1), ('hes', 1), ('so', 1), ('young', 1)]","[('is', 25), ('I', 19), ('the', 17), ('like', 15), ('This', 15), ('this', 13), ('man', 12), ('to', 11), ('in', 10), ('looks', 9), ('being', 9), ('a', 8), ('feel', 7), ('it', 7), ('and', 7), ('up.', 7), ('are', 7), ('police', 6), ('messed', 6), ('of', 5), ('me', 5), ('by', 5), ('his', 4), ('that', 4), ('makes', 4), ('what', 4), ('so', 4), ('they', 4), ('officers', 4), (""don't"", 3), ('who', 3), ('as', 3), ('why', 3), ('see', 3), ('Looks', 3), ('black', 3), ('seems', 3), ('going', 3), ('people', 3), ('or', 3), ('very', 3), ('at', 3), ('arrested', 3), ('look', 3), ('hurting', 3), ('she', 3), ('because', 2), ('seeing', 2), ('for', 2), ('has', 2)]","[('the', 18), ('to', 16), ('is', 15), ('police', 14), ('I', 14), ('being', 13), ('a', 13), ('of', 12), ('by', 10), ('man', 9), ('and', 9), ('for', 9), ('black', 9), ('This', 8), ('cops', 8), ('be', 8), ('person', 7), ('in', 7), ('feel', 7), ('this', 6), ('that', 5), ('he', 5), ('not', 5), ('like', 4), ('people', 4), ('on', 4), ('are', 4), ('looks', 4), ('carried', 4), ('getting', 4), ('as', 4), ('arrested', 4), ('who', 3), ('police.', 3), ('with', 3), ('wonder', 3), ('see', 3), ('did', 3), ('probably', 3), ('have', 3), ('what', 3), ('seems', 3), ('from', 3), ('do', 3), ('she', 3), ('they', 3), ('another', 2), ('at', 2), ('upset', 2), ('seem', 2)]"
74,keep,"[('black', 2), ('lives', 2), ('matter', 2), ('racism', 1), ('sad', 1), ('crime', 1), ('calm', 1), ('fighting', 1), ('for', 1), (""what's"", 1), ('right', 1), ('protest', 1), ('unfair', 1), ('arrest', 1), ('unnecessary', 1), ('angry', 1), ('aggressive', 1), ('unjust', 1), ('mad', 1), ('puzzled', 1), ('heart', 1), ('breaking', 1), ('poverty', 1), ('scared', 1), ('infuriated', 1), ('hurt', 1)]","[('the', 22), ('to', 16), ('is', 15), ('police', 14), ('I', 14), ('like', 13), ('looks', 11), ('feel', 11), ('being', 10), ('this', 10), ('and', 8), ('for', 8), ('that', 8), ('of', 8), ('arrested', 8), ('man', 8), ('person', 7), ('in', 7), ('he', 7), ('This', 6), ('a', 6), ('it', 6), ('by', 5), ('they', 5), ('someone', 5), ('The', 4), ('A', 4), ('what', 4), ('at', 4), ('upset', 4), ('on', 4), ('ground', 4), ('while', 4), ('who', 3), ('have', 3), ('black', 3), ('officers.', 3), ('one', 3), ('woman', 3), ('out', 3), ('as', 3), ('seems', 3), ('are', 3), ('cops', 3), ('was', 3), ('so', 3), ('violence', 3), ('look', 3), ('detained', 2), ('needs', 2)]","[('the', 21), ('a', 17), ('police', 16), ('is', 16), ('I', 12), ('to', 12), ('of', 12), ('being', 9), ('that', 8), ('looks', 8), ('this', 8), ('are', 8), ('in', 8), ('like', 6), ('by', 6), ('This', 6), ('He', 6), ('all', 6), ('person', 5), ('for', 5), ('and', 5), ('man', 5), ('arrested', 4), ('they', 4), ('people', 4), ('What', 4), ('arrest', 4), ('be', 4), ('what', 3), ('why', 3), ('think', 3), ('arresting', 3), ('black', 3), ('she', 3), ('picture', 3), ('can', 3), ('have', 3), ('one', 3), ('woman', 3), ('am', 3), ('cops', 3), ('arrest.', 3), ('on', 3), ('with', 3), ('feel', 3), ('he', 3), ('male', 2), ('tell', 2), ('but', 2), ('look', 2)]"
75,eliminate,"[('the', 12), ('and', 8), ('of', 8), ('is', 7), ('he', 7), ('seems', 6), ('to', 6), ('that', 6), ('a', 6), ('this', 5), ('in', 5), ('feel', 5), ('i', 5), ('pain', 4), ('on', 4), ('some', 3), ('be', 3), ('little', 3), ('police', 3), ('these', 3), ('fear', 2), ('so', 2), ('many', 2), ('people', 2), ('why', 2), ('seeing', 2), ('made', 2), ('would', 2), ('if', 2), ('for', 2), ('man', 2), ('are', 2), ('bit', 2), ('but', 2), ('confused', 2), ('at', 2), ('like', 2), ('gosh-', 1), ('unwarranted', 1), ('what', 1), ('happening??', 1), ('confused-', 1), ('skeptical', 1), ('serious', 1), ('thing', 1), ('happening-', 1), ('must', 1), ('surrounded', 1), ('by', 1), ('ground?', 1)]","[('is', 20), ('I', 20), ('the', 20), ('feel', 18), ('a', 14), ('to', 13), ('that', 10), ('like', 10), ('man', 9), ('on', 9), ('looks', 9), ('being', 8), ('by', 8), ('This', 8), ('and', 8), ('arrested', 7), ('police', 7), ('are', 7), ('sad', 7), ('they', 6), ('in', 6), ('upset', 6), ('this', 6), ('at', 5), ('guy', 5), ('what', 5), ('protest', 4), ('for', 4), ('of', 4), ('person', 4), (""don't"", 4), ('it', 4), ('going', 4), ('really', 4), ('cops', 3), ('makes', 3), ('me', 3), ('have', 3), ('but', 3), ('people', 3), ('What', 3), ('black', 3), ('ground.', 3), ('down', 3), ('violence', 3), ('because', 3), ('An', 3), ('african', 3), ('american', 3), ('seems', 3)]","[('the', 23), ('is', 17), ('police', 14), ('I', 13), ('to', 11), ('this', 10), ('looks', 10), ('like', 10), ('a', 9), ('being', 9), ('by', 8), ('in', 8), ('on', 7), ('of', 7), ('feel', 6), ('are', 6), ('This', 6), ('for', 6), ('person', 6), ('and', 5), ('guy', 5), ('man', 5), ('she', 5), ('that', 5), ('be', 5), ('arrested', 5), ('what', 4), ('he', 4), ('cops', 4), ('seems', 4), ('at', 4), ('who', 4), ('have', 4), ('going', 3), ('picture', 3), ('an', 3), ('arresting', 3), ('doing', 3), ('their', 3), ('officers', 3), ('away', 3), ('one', 3), ('The', 2), ('arrests', 2), ('during', 2), ('as', 2), ('not', 2), ('upset', 2), ('pain.', 2), ('know', 2)]"
